CNAE;Ano;Quantidade total
Gestão e administração da propriedade imobiliária;2013;106
Gestão e manutenção de cemitérios;2013;1
Higiene e embelezamento de animais domésticos;2013;141
Holdings de instituições não-financeiras;2013;80
Horticultura, exceto morango;2013;42
Impermeabilização em obras de engenharia civil;2013;12
Impressão de jornais;2013;1
Impressão de livros, revistas e outras publicações periódicas;2013;7
Impressão de material de segurança;2013;5
Impressão de material para outros usos;2013;117
Impressão de material para uso publicitário;2013;101
Imunização e controle de pragas urbanas;2013;75
Incorporação de empreendimentos imobiliários;2013;198
Instalação de máquinas e equipamentos industriais;2013;78
Instalação de outros equipamentos não especificados anteriormente;2013;8
Instalação de painéis publicitários;2013;32
Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;2013;72
Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;2013;153
Instalação e manutenção elétrica;2013;946
Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;2013;14
Instalações de sistema de prevenção contra incêndio;2013;34
Instalações hidráulicas, sanitárias e de gás;2013;101
Instituições de longa permanência para idosos;2013;30
Laboratórios clínicos;2013;13
Laboratórios de anatomia patológica e citológica;2013;4
Laboratórios fotográficos;2013;7
Lanchonetes, casas de chá, de sucos e similares;2013;2184
Lapidação de gemas;2013;2
Limpeza em prédios e em domicílios;2013;73
Locação de aeronaves sem tripulação;2013;1
Locação de automóveis sem condutor;2013;50
Locação de embarcações sem tripulação, exceto para fins recreativos;2013;1
Locação de mão-de-obra temporária;2013;62
Locação de outros meios de transporte não especificados anteriormente, sem condutor;2013;18
Lojas de departamentos ou magazines;2013;67
Lojas de variedades, exceto lojas de departamentos ou magazines;2013;358
Lojas duty free de aeroportos internacionais;2013;2
Manutenção de aeronaves na pista;2013;1
Manutenção de estações e redes de telecomunicações;2013;9
Manutenção de redes de distribuição de energia elétrica;2013;8
Manutenção e reparação de aeronaves, exceto a manutenção na pista;2013;5
Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;2013;24
Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;2013;7
Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;2013;4
Manutenção e reparação de compressores;2013;4
Manutenção e reparação de embarcações para esporte e lazer;2013;1
Manutenção e reparação de equipamentos de transmissão para fins industriais;2013;2
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;2013;35
Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;2013;40
Manutenção e reparação de geradores, transformadores e motores elétricos;2013;53
Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;2013;3
Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;2013;63
Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;2013;1
Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;2013;6
Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;2013;6
Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;2013;14
Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;2013;3
Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;2013;15
Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;2013;63
Manutenção e reparação de máquinas motrizes não-elétricas;2013;5
Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;2013;11
Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;2013;8
Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;2013;24
Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;2013;26
Manutenção e reparação de máquinas-ferramenta;2013;25
Manutenção e reparação de motocicletas e motonetas;2013;108
Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;2013;57
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;2013;23
Manutenção e reparação de tratores agrícolas;2013;3
Manutenção e reparação de tratores, exceto agrícolas;2013;2
Manutenção e reparação de veículos ferroviários;2013;1
Marketing direto;2013;270
Medição de consumo de energia elétrica, gás e água;2013;1
Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;2013;19
Metalurgia do cobre;2013;1
Metalurgia do pó;2013;3
Metalurgia dos metais preciosos;2013;2
Moagem de trigo e fabricação de derivados;2013;4
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;2013;1
Montagem de estruturas metálicas;2013;61
Montagem e desmontagem de andaimes e outras estruturas temporárias;2013;6
Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;2013;6
Obras de acabamento em gesso e estuque;2013;129
Obras de alvenaria;2013;1142
Obras de fundações;2013;21
Obras de montagem industrial;2013;10
Obras de terraplenagem;2013;95
Obras de urbanização - ruas, praças e calçadas;2013;17
Operação dos aeroportos e campos de aterrissagem;2013;1
Operador de transporte multimodal - OTM;2013;6
Operadores turísticos;2013;8
Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;2013;1
Organização logística do transporte de carga;2013;11
Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;2013;9
Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;2013;28
Outras atividades de atenção à saúde humana não especificadas anteriormente;2013;30
Outras atividades de ensino não especificadas anteriormente;2013;378
Outras atividades de prestação de serviços de informação não especificadas anteriormente;2013;31
Outras atividades de publicidade não especificadas anteriormente;2013;59
Outras atividades de recreação e lazer não especificadas anteriormente;2013;81
Outras atividades de serviços financeiros não especificadas anteriormente;2013;3
Outras atividades de serviços pessoais não especificadas anteriormente;2013;109
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2013;331
Outras atividades de telecomunicações não especificadas anteriormente;2013;99
Outras atividades esportivas não especificadas anteriormente;2013;9
Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;2013;50
Outras obras de acabamento da construção;2013;161
Outras obras de engenharia civil não especificadas anteriormente;2013;35
Outras obras de instalações em construções não especificadas anteriormente;2013;22
Outras sociedades de participação, exceto holdings;2013;33
Outros alojamentos não especificados anteriormente;2013;24
Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;2013;122
Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;2013;92
Outros serviços de transporte aéreo de passageiros não-regular;2013;1
Outros transportes aquaviários não especificados anteriormente;2013;1
Outros transportes rodoviários de passageiros não especificados anteriormente;2013;7
Padaria e confeitaria com predominância de revenda;2013;433
Parques de diversão e parques temáticos;2013;1
Pensões (alojamento);2013;18
Perfuração e construção de poços de água;2013;4
Perfurações e sondagens;2013;5
Peritos e avaliadores de seguros;2013;9
Pesca de peixes em água doce;2013;2
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;2013;4
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;2013;2
Pesquisas de mercado e de opinião pública;2013;4
Pintura para sinalização em pistas rodoviárias e aeroportos;2013;6
Planos de auxílio-funeral;2013;2
Planos de saúde;2013;9
Portais, provedores de conteúdo e outros serviços de informação na internet;2013;36
Preparação de canteiro e limpeza de terreno;2013;4
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;2013;663
Preparação de massa de concreto e argamassa para construção;2013;6
Preparação de subprodutos do abate;2013;1
Preparação e fiação de fibras de algodão;2013;2
Preparação e fiação de fibras têxteis naturais, exceto algodão;2013;5
Produção de alumínio e suas ligas em formas primárias;2013;5
Produção de ânodos para galvanoplastia;2013;1
Produção de artefatos estampados de metal;2013;91
Produção de carvão vegetal - florestas plantadas;2013;33
Produção de espetáculos circenses, de marionetes e similares;2013;1
Produção de espetáculos de dança;2013;2
Produção de espetáculos de rodeios, vaquejadas e similares;2013;1
Produção de ferroligas;2013;7
Produção de filmes para publicidade;2013;7
Produção de forjados de aço;2013;8
Produção de forjados de metais não-ferrosos e suas ligas;2013;2
Produção de laminados de alumínio;2013;7
Produção de laminados de zinco;2013;1
Produção de laminados longos de aço, exceto tubos;2013;1
Produção de laminados planos de aço ao carbono, revestidos ou não;2013;4
Produção de laminados planos de aços especiais;2013;1
Produção de outros tubos de ferro e aço;2013;6
Produção de ovos;2013;3
Produção de relaminados, trefilados e perfilados de aço, exceto arames;2013;15
Produção de semi-acabados de aço;2013;1
Produção de tubos de aço com costura;2013;9
Produção de tubos de aço sem costura;2013;1
Produção e promoção de eventos esportivos;2013;14
Produção musical;2013;134
Produção teatral;2013;20
Promoção de vendas;2013;641
Provedores de acesso às redes de comunicações;2013;13
Recarga de cartuchos para equipamentos de informática;2013;11
Recondicionamento e recuperação de motores para veículos automotores;2013;23
Recuperação de materiais metálicos, exceto alumínio;2013;34
Recuperação de materiais não especificados anteriormente;2013;46
Recuperação de materiais plásticos;2013;73
Recuperação de sucatas de alumínio;2013;24
Reforma de pneumáticos usados;2013;17
Reparação de artigos do mobiliário;2013;76
Reparação de bicicletas, triciclos e outros veículos não-motorizados;2013;21
Reparação de calçados, bolsas e artigos de viagem;2013;24
Reparação de jóias;2013;9
Reparação de relógios;2013;10
Reparação e manutenção de computadores e de equipamentos periféricos;2013;768
Reparação e manutenção de equipamentos de comunicação;2013;130
Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;2013;247
Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente;2013;82
Representações de bancos estrangeiros;2013;1
Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;2013;56
Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;2013;22
Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;2013;18
Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;2013;2
Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;2013;78
Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;2013;47
Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2013;9
Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;2013;41
Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;2013;236
Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;2013;3
Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;2013;32
Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;2013;120
Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;2013;92
Representantes comerciais e agentes do comércio de veículos automotores;2013;9
Reprodução de software em qualquer suporte;2013;2
Restauração de obras de arte;2013;4
Restauração e conservação de lugares e prédios históricos;2013;4
Restaurantes e similares;2013;1527
Salas de acesso à internet;2013;139
Securitização de créditos;2013;3
Seleção e agenciamento de mão-de-obra;2013;16
Serrarias com desdobramento de madeira;2013;8
Serviço de corte e dobra de metais;2013;4
Serviço de manejo de animais;2013;2
Serviço de poda de árvores para lavouras;2013;1
Serviço de preparação de terreno, cultivo e colheita;2013;6
Serviço de pulverização e controle de pragas agrícolas;2013;6
Serviço de táxi;2013;145
Serviço de transporte de passageiros - locação de automóveis com motorista;2013;55
Serviços advocatícios;2013;113
Serviços ambulantes de alimentação;2013;423
Serviços combinados de escritório e apoio administrativo;2013;658
Serviços combinados para apoio a edifícios, exceto condomínios prediais;2013;144
Serviços de acabamentos gráficos, exceto encadernação e plastificação;2013;23
Serviços de adestramento de cães de guarda;2013;14
Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;2013;4
Serviços de alimentação para eventos e recepções - bufê;2013;180
Serviços de alinhamento e balanceamento de veículos automotores;2013;35
Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;2013;1
Serviços de arquitetura;2013;44
Serviços de assistência social sem alojamento;2013;1
Serviços de borracharia para veículos automotores;2013;186
Serviços de capotaria;2013;3
Serviços de cartografia, topografia e geodésia;2013;21
Serviços de comunicação multimídia - SCM;2013;9
Serviços de confecção de armações metálicas para a construção;2013;21
Serviços de desenho técnico relacionados à arquitetura e engenharia;2013;59
Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;2013;41
Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;2013;9
Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;2013;1
Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;2013;2
Serviços de diálise e nefrologia;2013;2
Serviços de dublagem;2013;2
Serviços de encadernação e plastificação;2013;6
Serviços de engenharia;2013;191
Serviços de entrega rápida;2013;360
Serviços de funerárias;2013;13
Serviços de gravação de carimbos, exceto confecção;2013;3
Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;2013;163
Serviços de lanternagem ou funilaria e pintura de veículos automotores;2013;425
Serviços de lavagem, lubrificação e polimento de veículos automotores;2013;365
Serviços de levantamento de fundos sob contrato;2013;1
Serviços de malote não realizados pelo Correio Nacional;2013;87
Serviços de manutenção e reparação elétrica de veículos automotores;2013;131
Serviços de manutenção e reparação mecânica de veículos automotores;2013;990
Serviços de mixagem sonora em produção audiovisual;2013;1
Serviços de montagem de móveis de qualquer material;2013;66
Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;2013;10
Serviços de organização de feiras, congressos, exposições e festas;2013;627
Serviços de perícia técnica relacionados à segurança do trabalho;2013;9
Serviços de pintura de edifícios em geral;2013;521
Serviços de pré-impressão;2013;50
Serviços de preparação do terreno não especificados anteriormente;2013;5
Serviços de prótese dentária;2013;17
Serviços de reboque de veículos;2013;73
Serviços de redes de transporte de telecomunicações - SRTT;2013;1
Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;2013;7
Serviços de reservas e outros serviços de turismo não especificados anteriormente;2013;21
Serviços de ressonância magnética;2013;2
Serviços de sepultamento;2013;1
Serviços de tatuagem e colocação de piercing;2013;86
Serviços de telecomunicações por fio não especificados anteriormente;2013;3
Serviços de telecomunicações sem fio não especificados anteriormente;2013;2
Serviços de telefonia fixa comutada - STFC;2013;2
Serviços de tomografia;2013;2
Serviços de tradução, interpretação e similares;2013;16
Serviços de tratamento e revestimento em metais;2013;42
Serviços de usinagem, tornearia e solda;2013;217
Serviços de vacinação e imunização humana;2013;2
Serviços domésticos;2013;3
Serviços especializados para construção não especificados anteriormente;2013;60
Serviços móveis de atendimento a urgências, exceto por UTI móvel;2013;3
Sociedades de fomento mercantil - factoring;2013;40
Suporte técnico, manutenção e outros serviços em tecnologia da informação;2013;240
Tecelagem de fios de algodão;2013;1
Tecelagem de fios de fibras artificiais e sintéticas;2013;8
Tecelagem de fios de fibras têxteis naturais, exceto algodão;2013;5
Telecomunicações por satélite;2013;1
Telefonia móvel celular;2013;2
Terminais rodoviários e ferroviários;2013;1
Testes e análises técnicas;2013;17
Torrefação e moagem de café;2013;1
Transporte aéreo de carga;2013;1
Transporte escolar;2013;283
Transporte ferroviário de carga;2013;1
Transporte marítimo de cabotagem - Carga;2013;2
Transporte por navegação interior de carga, municipal, exceto travessia;2013;8
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;2013;218
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;2013;2
Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;2013;63
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2013;45
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;2013;187
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2013;1997
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;2013;1292
Transporte rodoviário de mudanças;2013;71
Transporte rodoviário de produtos perigosos;2013;78
Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;2013;128
Tratamento e disposição de resíduos não-perigosos;2013;1
Tratamento e disposição de resíduos perigosos;2013;2
Tratamentos térmicos, acústicos ou de vibração;2013;10
Treinamento em desenvolvimento profissional e gerencial;2013;269
Treinamento em informática;2013;109
Apart-hotéis;2013;1
Apicultura;2013;7
Campings;2013;5
Chaveiros;2013;155
Fotocópias;2013;56
Guarda-móveis;2013;8
Hotéis;2013;119
Lavanderias;2013;105
Motéis;2013;28
Peixaria;2013;26
Ranicultura;2013;2
Tabacaria;2013;30
Tinturarias;2013;2
Toalheiros;2013;4
Abate de aves;2014;8
Acabamento de calçados de couro sob contrato;2014;7
Administração de cartões de crédito;2014;4
Administração de consórcios para aquisição de bens e direitos;2014;4
Administração de obras;2014;22
Agenciamento de cargas, exceto para o transporte marítimo;2014;24
Agenciamento de espaços para publicidade, exceto em veículos de comunicação;2014;27
Agenciamento de profissionais para atividades esportivas, culturais e artísticas;2014;10
Agências de notícias;2014;8
Agências de publicidade;2014;47
Agências de viagens;2014;222
Agências matrimoniais;2014;10
Agente de propriedade industrial;2014;3
Agentes de investimentos em aplicações financeiras;2014;8
Albergues, exceto assistenciais;2014;5
Alojamento de animais domésticos;2014;1
Aluguel de andaimes;2014;25
Aluguel de aparelhos de jogos eletrônicos;2014;6
Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;2014;5
Aluguel de equipamentos recreativos e esportivos;2014;59
Aluguel de fitas de vídeo, DVDs e similares;2014;35
Aluguel de imóveis próprios;2014;234
Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;2014;105
Aluguel de máquinas e equipamentos para escritório;2014;24
Aluguel de material médico;2014;3
Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal;2014;76
Aluguel de objetos do vestuário, jóias e acessórios;2014;38
Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;2014;81
Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;2014;4
Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;2014;29
Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;2014;4
Aparelhamento de pedras para construção, exceto associado à extração;2014;13
Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;2014;46
Aplicação de revestimentos e de resinas em interiores e exteriores;2014;157
Armazéns gerais - emissão de warrant;2014;17
Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;2014;31
Atividade médica ambulatorial com recursos para realização de exames complementares;2014;43
Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;2014;28
Atividade médica ambulatorial restrita a consultas;2014;258
Atividade odontológica;2014;185
Atividades auxiliares da justiça;2014;1
Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;2014;9
Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;2014;30
Atividades de agenciamento marítimo;2014;3
Atividades de apoio à agricultura não especificadas anteriormente;2014;2
Atividades de apoio à educação, exceto caixas escolares;2014;6
Atividades de apoio à gestão de saúde;2014;4
Atividades de apoio à pecuária não especificadas anteriormente;2014;4
Atividades de apoio à produção florestal;2014;7
Atividades de artistas plásticos, jornalistas independentes e escritores;2014;3
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas anteriormente;2014;37
Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;2014;3
Atividades de atenção ambulatorial não especificadas anteriormente;2014;12
Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;2014;17
Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2014;36
Atividades de centros de assistência psicossocial;2014;4
Atividades de cobrança e informações cadastrais;2014;251
Atividades de condicionamento físico;2014;263
Atividades de consultoria e auditoria contábil e tributária;2014;6
Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;2014;284
Atividades de contabilidade;2014;620
Atividades de design não especificadas anteriormente;2014;4
Atividades de despachantes aduaneiros;2014;17
Atividades de enfermagem;2014;3
Atividades de Estética e outros serviços de cuidados com a beleza;2014;1125
Atividades de estudos geológicos;2014;1
Atividades de exibição cinematográfica;2014;5
Atividades de fisioterapia;2014;62
Atividades de fonoaudiologia;2014;15
Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;2014;99
Atividades de gravação de som e de edição de música;2014;14
Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;2014;81
Atividades de limpeza não especificadas anteriormente;2014;25
Atividades de monitoramento de sistemas de segurança eletrônico;2014;63
Atividades de podologia;2014;3
Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;2014;81
Atividades de práticas integrativas e complementares em saúde humana;2014;11
Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;2014;42
Atividades de produção de fotografias aéreas e submarinas;2014;7
Atividades de produção de fotografias, exceto aérea e submarina;2014;288
Atividades de profissionais da área de saúde não especificadas anteriormente;2014;36
Atividades de profissionais da nutrição;2014;8
Atividades de psicologia e psicanálise;2014;38
Atividades de rádio;2014;9
Atividades de sauna e banhos;2014;2
Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;2014;19
Atividades de sonorização e de iluminação;2014;82
Atividades de teleatendimento;2014;28
Atividades de televisão aberta;2014;3
Atividades de terapia ocupacional;2014;3
Atividades de vigilância e segurança privada;2014;48
Atividades de franqueadas e permissionárias do Correio Nacional;2014;12
Atividades do Operador Portuário;2014;1
Atividades funerárias e serviços relacionados não especificados anteriormente;2014;8
Atividades paisagísticas;2014;312
Atividades relacionadas a esgoto, exceto a gestão de redes;2014;8
Atividades relacionadas à televisão por assinatura, exceto programadoras;2014;1
Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;2014;6
Atividades veterinárias;2014;47
Auditoria e consultoria atuarial;2014;1
Bancos múltiplos, sem carteira comercial;2014;1
Bares e outros estabelecimentos especializados em servir bebidas;2014;1608
Beneficiamento de arroz;2014;1
Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;2014;4
Britamento de pedras, exceto associado à extração;2014;2
Cabeleireiros, manicure e pedicure;2014;4503
Cantinas - serviços de alimentação privativos;2014;106
Captação, tratamento e distribuição de água;2014;2
Carga e descarga;2014;91
Casas de festas e eventos;2014;95
Casas lotéricas;2014;93
Clínicas e residências geriátricas;2014;3
Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;2014;1
Coleta de resíduos não-perigosos;2014;82
Coleta de resíduos perigosos;2014;4
Comércio a varejo de automóveis, camionetas e utilitários novos;2014;55
Comércio a varejo de automóveis, camionetas e utilitários usados;2014;197
Comércio a varejo de motocicletas e motonetas novas;2014;21
Comércio a varejo de motocicletas e motonetas usadas;2014;8
Comércio a varejo de peças e acessórios novos para veículos automotores;2014;1457
Comércio a varejo de peças e acessórios para motocicletas e motonetas;2014;163
Comércio a varejo de peças e acessórios usados para veículos automotores;2014;99
Comércio a varejo de pneumáticos e câmaras-de-ar;2014;116
Comércio atacadista de água mineral;2014;5
Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);2014;2
Comércio atacadista de algodão;2014;3
Comércio atacadista de alimentos para animais;2014;22
Comércio atacadista de animais vivos;2014;3
Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;2014;10
Comércio atacadista de artigos de armarinho;2014;7
Comércio atacadista de artigos de cama, mesa e banho;2014;4
Comércio atacadista de artigos de escritório e de papelaria;2014;24
Comércio atacadista de artigos de tapeçaria;2014;14
Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;2014;39
Comércio atacadista de aves abatidas e derivados;2014;1
Comércio atacadista de aves vivas e ovos;2014;4
Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;2014;2
Comércio atacadista de bebidas não especificadas anteriormente;2014;11
Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;2014;3
Comércio atacadista de bolsas, malas e artigos de viagem;2014;12
Comércio atacadista de bombas e compressores;2014;5
Comércio atacadista de café em grão;2014;2
Comércio atacadista de café torrado, moído e solúvel;2014;1
Comércio atacadista de calçados;2014;11
Comércio atacadista de carnes bovinas e suínas e derivados;2014;13
Comércio atacadista de cereais e leguminosas beneficiados;2014;3
Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;2014;3
Comércio atacadista de cerveja, chope e refrigerante;2014;4
Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;2014;11
Comércio atacadista de cimento;2014;3
Comércio atacadista de combustíveis de origem mineral em bruto;2014;1
Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;2014;7
Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);2014;2
Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;2014;13
Comércio atacadista de cosméticos e produtos de perfumaria;2014;53
Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;2014;2
Comércio atacadista de embalagens;2014;121
Comércio atacadista de energia elétrica;2014;1
Comércio atacadista de equipamentos de informática;2014;18
Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;2014;17
Comércio atacadista de ferragens e ferramentas;2014;60
Comércio atacadista de filmes, CDs, DVDs, fitas e discos;2014;3
Comércio atacadista de fios e fibras beneficiados;2014;5
Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2014;44
Comércio atacadista de gás liqüefeito de petróleo (GLP);2014;2
Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;2014;23
Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;2014;8
Comércio atacadista de leite e laticínios;2014;6
Comércio atacadista de livros, jornais e outras publicações;2014;5
Comércio atacadista de lubrificantes;2014;17
Comércio atacadista de lustres, luminárias e abajures;2014;7
Comércio atacadista de madeira e produtos derivados;2014;15
Comércio atacadista de máquinas e equipamentos para uso comercial;2014;27
Comércio atacadista de máquinas e equipamentos para uso industrial;2014;183
Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário;2014;8
Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar;2014;16
Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção;2014;17
Comércio atacadista de mármores e granitos;2014;12
Comércio atacadista de massas alimentícias;2014;3
Comércio atacadista de materiais de construção em geral;2014;36
Comércio atacadista de material elétrico;2014;24
Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2014;3
Comércio atacadista de medicamentos e drogas de uso humano;2014;8
Comércio atacadista de medicamentos e drogas de uso veterinário;2014;2
Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;2014;14
Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;2014;47
Comércio atacadista de móveis e artigos de colchoaria;2014;18
Comércio atacadista de óleos e gorduras;2014;4
Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente;2014;68
Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;2014;89
Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;2014;35
Comércio atacadista de pães, bolos, biscoitos e similares;2014;5
Comércio atacadista de papel e papelão em bruto;2014;12
Comércio atacadista de pescados e frutos do mar;2014;2
Comércio atacadista de produtos alimentícios em geral;2014;81
Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;2014;4
Comércio atacadista de produtos da extração mineral, exceto combustíveis;2014;9
Comércio atacadista de produtos de higiene pessoal;2014;7
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;2014;26
