,IP Address,LoggedInFlag,VisitPageFlag,Group
79839,52.8.9.4,0,1,Control
79840,52.8.99.4,1,0,Test
79841,52.9.1.7,1,0,Control
79842,52.9.114.2,1,0,Control
79843,52.9.121.2,1,0,Control
79844,52.9.129.5,1,0,Control
79845,52.9.130.2,0,0,Test
79846,52.9.133.3,1,0,Test
79847,52.9.138.1,0,0,Control
79848,52.9.140.1,0,0,Test
79849,52.9.162.1,1,0,Control
79850,52.9.169.3,1,0,Control
79851,52.9.185.1,1,0,Control
79852,52.9.194.6,1,0,Control
79853,52.9.20.7,1,0,Control
79854,52.9.205.4,0,1,Control
79855,52.9.222.8,1,0,Control
79856,52.9.244.4,1,0,Control
79857,52.9.249.3,1,0,Test
79858,52.9.252.9,1,0,Control
79859,52.9.255.3,0,0,Control
79860,52.9.30.5,1,0,Control
79861,52.9.32.3,0,0,Control
79862,52.9.33.5,1,0,Control
79863,52.9.40.1,1,0,Test
79864,52.9.76.6,1,0,Test
79865,52.9.78.5,0,0,Control
79866,52.9.85.1,0,0,Control
79867,52.9.9.4,1,0,Control
79868,52.9.91.9,0,0,Control
79869,52.9.97.1,0,0,Control
79870,52.9.98.5,0,0,Control
79871,53.0.102.3,1,0,Control
79872,53.0.102.7,0,0,Control
79873,53.0.108.4,1,0,Control
79874,53.0.11.7,1,0,Control
79875,53.0.114.2,0,1,Test
79876,53.0.124.2,0,0,Control
79877,53.0.14.1,1,0,Control
79878,53.0.146.7,1,0,Control
79879,53.0.182.4,0,0,Control
79880,53.0.188.1,1,0,Control
79881,53.0.197.5,1,0,Control
79882,53.0.220.2,0,0,Control
79883,53.0.227.8,0,1,Test
79884,53.0.234.7,1,0,Control
79885,53.0.238.3,1,0,Test
79886,53.0.29.7,0,0,Test
79887,53.0.59.2,0,0,Control
79888,53.0.59.7,1,0,Control
79889,53.0.6.3,0,0,Test
79890,53.0.60.6,1,0,Control
79891,53.0.90.1,0,0,Control
79892,53.0.97.2,1,0,Test
79893,53.0.98.5,1,0,Test
79894,53.1.111.3,0,0,Test
79895,53.1.12.3,0,0,Test
79896,53.1.121.5,0,0,Control
79897,53.1.121.7,0,0,Control
79898,53.1.133.1,0,0,Control
79899,53.1.134.2,1,0,Test
79900,53.1.144.8,0,0,Control
79901,53.1.158.2,1,0,Control
79902,53.1.171.9,0,0,Control
79903,53.1.180.3,0,0,Test
79904,53.1.197.8,1,0,Control
79905,53.1.198.7,0,1,Control
79906,53.1.203.9,1,0,Control
79907,53.1.215.3,0,0,Test
79908,53.1.228.3,1,0,Control
79909,53.1.241.1,1,0,Test
79910,53.1.252.1,0,0,Control
79911,53.1.33.8,1,0,Test
79912,53.1.38.2,0,0,Test
79913,53.1.40.8,0,0,Test
79914,53.1.47.7,1,0,Control
79915,53.1.6.7,0,1,Control
79916,53.1.60.4,0,0,Test
79917,53.1.71.4,1,0,Control
79918,53.1.77.6,0,0,Control
79919,53.1.83.3,1,0,Control
79920,53.10.104.6,0,0,Control
79921,53.10.140.8,0,0,Test
79922,53.10.151.3,0,0,Control
79923,53.10.176.2,1,0,Control
79924,53.10.180.9,0,0,Test
79925,53.10.182.8,1,0,Test
79926,53.10.227.8,1,0,Control
79927,53.10.25.1,0,0,Control
79928,53.10.32.8,0,0,Test
79929,53.10.39.2,0,0,Control
79930,53.10.50.5,0,0,Test
79931,53.10.56.8,0,0,Test
79932,53.10.57.7,1,0,Control
79933,53.10.60.7,0,0,Control
79934,53.10.62.9,0,0,Test
79935,53.10.71.7,0,1,Control
79936,53.10.86.8,1,0,Control
79937,53.11.112.7,1,0,Control
79938,53.11.116.9,0,0,Test
79939,53.11.119.7,1,0,Test
79940,53.11.131.3,1,0,Control
79941,53.11.132.5,0,0,Control
79942,53.11.149.9,1,0,Control
79943,53.11.157.2,1,0,Test
79944,53.11.176.6,1,0,Control
79945,53.11.19.2,0,1,Test
79946,53.11.194.5,0,1,Test
79947,53.11.20.7,1,0,Test
79948,53.11.206.5,1,0,Control
79949,53.11.232.6,1,0,Control
79950,53.11.239.3,1,0,Control
79951,53.11.248.9,1,0,Control
79952,53.11.25.2,0,0,Control
79953,53.11.253.4,0,0,Control
79954,53.11.32.3,1,0,Control
79955,53.11.73.7,0,0,Control
79956,53.11.76.9,0,0,Control
79957,53.12.109.2,0,0,Control
79958,53.12.123.7,0,0,Control
79959,53.12.130.1,0,0,Control
79960,53.12.131.8,1,0,Test
79961,53.12.131.9,1,0,Test
79962,53.12.140.5,0,0,Control
79963,53.12.163.3,0,0,Test
79964,53.12.164.6,0,1,Control
79965,53.12.18.3,0,0,Control
79966,53.12.181.7,0,0,Control
79967,53.12.2.4,1,0,Control
79968,53.12.204.1,0,0,Test
79969,53.12.218.6,0,1,Control
79970,53.12.223.9,0,0,Control
79971,53.12.227.7,0,0,Control
79972,53.12.230.8,1,0,Control
79973,53.12.231.2,1,0,Control
79974,53.12.236.5,1,0,Control
79975,53.12.44.5,1,0,Control
79976,53.12.54.6,0,0,Test
79977,53.12.68.3,1,0,Control
79978,53.12.79.2,1,0,Test
79979,53.12.83.5,1,0,Control
79980,53.13.104.9,0,0,Control
79981,53.13.111.4,0,0,Test
79982,53.13.125.8,1,0,Control
79983,53.13.130.4,0,0,Control
79984,53.13.136.1,1,0,Test
79985,53.13.137.3,0,0,Test
79986,53.13.148.8,0,0,Control
79987,53.13.179.3,1,0,Control
79988,53.13.185.3,0,1,Test
79989,53.13.19.2,1,0,Control
79990,53.13.202.8,0,0,Control
79991,53.13.210.1,0,1,Control
79992,53.13.212.3,1,0,Control
79993,53.13.221.8,1,0,Control
79994,53.13.228.9,0,1,Control
79995,53.13.232.9,0,1,Control
79996,53.13.253.1,1,0,Test
79997,53.13.30.8,1,0,Control
79998,53.13.33.5,0,0,Test
79999,53.13.36.5,1,0,Control
80000,53.13.41.7,1,0,Control
80001,53.13.50.8,1,0,Test
80002,53.13.63.4,1,0,Control
80003,53.13.66.4,1,0,Control
80004,53.13.69.8,0,1,Test
80005,53.13.73.1,0,0,Control
80006,53.13.88.4,1,0,Control
80007,53.13.88.7,1,0,Control
80008,53.13.94.7,0,0,Control
80009,53.13.97.8,0,0,Control
80010,53.14.106.1,0,1,Test
80011,53.14.122.3,1,0,Test
80012,53.14.13.6,0,0,Control
80013,53.14.130.7,0,1,Control
80014,53.14.132.1,0,0,Test
80015,53.14.136.6,1,0,Control
80016,53.14.215.1,0,0,Control
80017,53.14.223.7,1,0,Control
80018,53.14.23.5,0,0,Control
80019,53.14.230.4,0,1,Control
80020,53.14.230.6,1,0,Test
80021,53.14.234.8,0,0,Control
80022,53.14.241.7,0,0,Test
80023,53.14.247.3,0,0,Test
80024,53.14.249.1,0,0,Control
80025,53.14.30.7,1,0,Test
80026,53.14.34.2,1,0,Test
80027,53.14.34.9,0,1,Test
80028,53.14.36.6,1,0,Control
80029,53.14.40.8,0,0,Control
80030,53.14.42.2,0,0,Control
80031,53.14.46.2,0,0,Control
80032,53.14.53.4,0,0,Test
80033,53.14.7.8,1,0,Control
80034,53.14.74.4,1,0,Control
80035,53.14.86.8,1,0,Control
80036,53.14.94.9,1,0,Control
80037,53.15.0.7,0,1,Test
80038,53.15.125.7,0,0,Test
80039,53.15.126.8,1,0,Control
80040,53.15.143.1,1,0,Control
80041,53.15.145.4,0,0,Control
80042,53.15.18.2,0,0,Control
80043,53.15.183.5,1,0,Control
80044,53.15.185.2,1,0,Control
80045,53.15.191.8,0,0,Control
80046,53.15.195.1,1,0,Control
80047,53.15.201.1,0,0,Control
80048,53.15.208.1,1,0,Control
80049,53.15.217.6,1,0,Control
80050,53.15.253.6,0,1,Control
80051,53.15.40.3,1,0,Control
80052,53.15.41.3,1,0,Control
80053,53.15.41.4,0,1,Control
80054,53.15.53.4,0,0,Control
80055,53.15.55.7,0,0,Test
80056,53.15.71.5,0,1,Test
80057,53.15.84.7,1,0,Test
80058,53.15.9.6,1,0,Test
80059,53.16.0.8,1,0,Test
80060,53.16.107.1,0,0,Control
80061,53.16.108.5,1,0,Control
80062,53.16.113.5,1,0,Control
80063,53.16.115.8,0,0,Control
80064,53.16.118.7,0,0,Control
80065,53.16.127.8,1,0,Control
80066,53.16.139.8,1,0,Control
80067,53.16.15.3,1,0,Test
80068,53.16.168.5,0,0,Control
80069,53.16.180.8,1,0,Control
80070,53.16.181.5,1,0,Control
80071,53.16.207.7,0,0,Control
80072,53.16.222.7,0,0,Test
80073,53.16.237.6,0,0,Test
80074,53.16.239.3,1,0,Test
80075,53.16.242.9,1,0,Test
80076,53.16.33.4,1,0,Test
80077,53.16.35.8,1,0,Control
80078,53.16.36.5,0,0,Control
80079,53.16.48.7,1,0,Test
80080,53.16.50.8,1,0,Test
80081,53.16.62.7,1,0,Control
80082,53.16.63.4,0,0,Control
80083,53.16.65.9,0,0,Control
80084,53.16.72.5,0,0,Test
80085,53.16.83.2,0,0,Control
80086,53.16.85.2,1,0,Test
80087,53.2.123.4,0,1,Control
80088,53.2.134.2,0,1,Test
80089,53.2.134.9,1,0,Control
80090,53.2.139.4,0,0,Control
80091,53.2.141.5,1,0,Test
80092,53.2.151.8,1,0,Control
80093,53.2.182.5,0,0,Control
80094,53.2.200.3,1,0,Control
80095,53.2.216.8,1,0,Control
80096,53.2.224.1,0,0,Test
80097,53.2.225.5,1,0,Control
80098,53.2.232.4,0,0,Control
80099,53.2.235.1,0,0,Control
80100,53.2.238.5,1,0,Control
80101,53.2.241.8,0,0,Control
80102,53.2.242.1,1,0,Control
80103,53.2.36.6,0,0,Control
80104,53.2.37.1,1,0,Control
80105,53.2.7.2,1,0,Control
80106,53.2.82.8,1,0,Control
80107,53.3.10.6,0,0,Test
80108,53.3.117.4,0,1,Control
80109,53.3.120.2,0,0,Control
80110,53.3.145.8,1,0,Test
80111,53.3.148.2,0,0,Test
80112,53.3.166.5,1,0,Control
80113,53.3.173.5,1,0,Test
80114,53.3.176.1,0,0,Control
80115,53.3.187.1,1,0,Test
80116,53.3.188.1,0,0,Control
80117,53.3.194.6,0,0,Control
80118,53.3.195.5,1,0,Test
80119,53.3.197.8,1,0,Control
80120,53.3.205.1,0,0,Control
80121,53.3.206.7,0,1,Control
80122,53.3.208.8,1,0,Control
80123,53.3.235.1,0,0,Control
80124,53.3.236.6,0,0,Control
80125,53.3.246.4,0,0,Test
80126,53.3.43.9,0,0,Control
80127,53.3.90.7,0,0,Control
80128,53.3.92.8,0,0,Control
80129,53.4.102.8,1,0,Test
80130,53.4.114.9,0,0,Control
80131,53.4.144.7,0,1,Control
80132,53.4.160.2,0,1,Control
80133,53.4.184.4,0,0,Control
80134,53.4.184.7,1,0,Control
80135,53.4.186.3,1,0,Test
80136,53.4.199.1,1,0,Control
80137,53.4.227.7,0,1,Control
80138,53.4.244.6,0,0,Control
80139,53.4.3.2,1,0,Control
80140,53.4.3.3,1,0,Control
80141,53.4.33.7,0,0,Test
80142,53.4.35.8,1,0,Control
80143,53.4.48.7,1,0,Test
80144,53.4.53.4,1,0,Control
80145,53.4.69.6,0,0,Test
80146,53.4.72.2,0,0,Test
80147,53.5.113.7,0,0,Control
80148,53.5.127.3,0,0,Control
80149,53.5.149.8,0,0,Control
80150,53.5.150.2,0,0,Control
80151,53.5.166.5,0,1,Test
80152,53.5.174.8,0,0,Control
80153,53.5.178.2,0,0,Control
80154,53.5.19.4,1,0,Control
80155,53.5.212.8,0,0,Test
80156,53.5.213.9,1,0,Control
80157,53.5.251.7,0,0,Control
80158,53.5.255.8,0,0,Control
80159,53.5.28.4,1,0,Control
80160,53.5.61.7,0,0,Control
80161,53.5.64.3,0,1,Control
80162,53.5.65.6,1,0,Control
80163,53.5.79.6,1,0,Control
80164,53.5.84.9,0,1,Test
80165,53.5.92.5,0,0,Control
80166,53.5.97.9,0,0,Control
80167,53.6.119.7,0,0,Test
80168,53.6.156.7,1,0,Control
80169,53.6.157.3,1,0,Control
80170,53.6.18.8,0,0,Control
80171,53.6.208.3,0,0,Control
80172,53.6.21.6,1,0,Test
80173,53.6.220.8,0,0,Control
80174,53.6.227.4,1,0,Test
80175,53.6.232.2,1,0,Control
80176,53.6.232.4,0,0,Test
80177,53.6.242.7,0,0,Control
80178,53.6.247.5,1,0,Test
80179,53.6.248.2,1,0,Control
80180,53.6.251.9,0,0,Test
80181,53.6.254.8,1,0,Test
80182,53.6.39.7,1,0,Control
80183,53.6.4.3,1,0,Control
80184,53.6.49.9,1,0,Control
80185,53.6.6.1,0,0,Control
80186,53.6.69.2,1,0,Control
80187,53.6.71.9,0,1,Test
80188,53.6.84.5,1,0,Control
80189,53.7.109.5,1,0,Control
80190,53.7.121.6,1,0,Test
80191,53.7.154.5,0,0,Control
80192,53.7.168.6,0,0,Control
80193,53.7.182.5,0,0,Control
80194,53.7.187.3,1,0,Test
80195,53.7.196.1,0,0,Control
80196,53.7.199.7,0,1,Test
80197,53.7.219.8,1,0,Control
80198,53.7.24.4,0,0,Control
80199,53.7.243.6,1,0,Control
80200,53.7.246.3,0,0,Test
80201,53.7.253.9,0,0,Test
80202,53.7.27.3,1,0,Test
80203,53.7.41.9,1,0,Control
80204,53.7.53.6,0,1,Test
80205,53.7.6.6,0,0,Control
80206,53.7.72.7,1,0,Control
80207,53.7.8.7,0,0,Control
80208,53.7.81.2,0,1,Control
80209,53.7.99.4,1,0,Control
80210,53.8.107.2,0,0,Control
80211,53.8.108.2,0,0,Test
80212,53.8.109.2,1,0,Control
80213,53.8.112.3,0,1,Control
80214,53.8.116.1,0,1,Control
80215,53.8.134.2,0,0,Control
80216,53.8.136.7,0,1,Control
80217,53.8.169.2,1,0,Control
80218,53.8.19.7,1,0,Control
80219,53.8.2.6,1,0,Test
80220,53.8.208.1,1,0,Control
80221,53.8.218.4,0,1,Control
80222,53.8.225.2,0,0,Test
80223,53.8.229.3,1,0,Control
80224,53.8.244.8,1,0,Test
80225,53.8.28.5,1,0,Control
80226,53.8.35.6,1,0,Control
80227,53.8.55.2,1,0,Control
80228,53.8.58.4,1,0,Test
80229,53.8.67.3,0,1,Test
80230,53.8.90.6,1,0,Control
80231,53.9.115.4,0,0,Control
80232,53.9.123.7,0,0,Control
80233,53.9.124.3,1,0,Test
80234,53.9.130.3,0,0,Control
80235,53.9.135.7,1,0,Test
80236,53.9.163.1,1,0,Control
80237,53.9.171.9,0,0,Control
80238,53.9.178.4,1,0,Control
80239,53.9.181.8,1,0,Control
80240,53.9.196.2,1,0,Test
80241,53.9.228.6,0,0,Control
80242,53.9.241.8,1,0,Control
80243,53.9.249.1,0,0,Control
80244,53.9.25.5,1,0,Control
80245,53.9.250.6,1,0,Test
80246,53.9.254.8,0,0,Control
80247,53.9.33.4,0,1,Control
80248,53.9.34.4,1,0,Test
80249,53.9.45.5,0,0,Control
80250,53.9.54.2,1,0,Control
80251,53.9.54.9,1,0,Test
80252,53.9.58.5,1,0,Test
80253,53.9.6.3,1,0,Test
80254,53.9.71.3,1,0,Control
80255,53.9.82.8,1,0,Test
80256,53.9.86.3,0,0,Control
80257,53.9.87.7,0,0,Control
80258,53.9.89.2,1,0,Test
80259,53.9.91.3,0,1,Control
80260,53.9.93.2,1,0,Control
80261,53.9.96.8,0,0,Control
80262,53.9.99.9,1,0,Test
80263,54.0.1.1,0,0,Control
80264,54.0.112.1,0,0,Control
80265,54.0.132.8,0,0,Test
80266,54.0.135.1,1,0,Test
80267,54.0.139.2,0,0,Test
80268,54.0.146.3,1,0,Test
80269,54.0.152.4,0,0,Control
80270,54.0.155.5,0,0,Control
80271,54.0.157.7,1,0,Control
80272,54.0.158.5,1,0,Test
80273,54.0.171.2,1,0,Control
80274,54.0.181.9,0,0,Control
80275,54.0.206.4,1,0,Test
80276,54.0.208.9,1,0,Test
80277,54.0.230.6,0,0,Test
80278,54.0.243.4,0,0,Control
80279,54.0.40.3,0,1,Control
80280,54.0.52.8,1,0,Control
80281,54.0.63.4,1,0,Test
80282,54.0.64.8,0,0,Control
80283,54.0.7.8,1,0,Control
80284,54.0.75.9,0,0,Control
80285,54.0.97.3,1,0,Control
80286,54.1.123.1,0,1,Control
80287,54.1.131.6,0,0,Control
80288,54.1.140.4,1,0,Test
80289,54.1.147.9,0,0,Control
80290,54.1.153.6,1,0,Control
80291,54.1.159.4,0,0,Test
80292,54.1.160.9,0,0,Test
80293,54.1.191.9,0,1,Control
80294,54.1.205.6,0,0,Test
80295,54.1.216.6,0,0,Test
80296,54.1.223.6,0,0,Test
80297,54.1.225.3,0,1,Control
80298,54.1.229.4,1,0,Test
80299,54.1.229.7,0,0,Test
80300,54.1.236.7,1,0,Control
80301,54.1.237.8,1,0,Control
80302,54.1.24.3,0,0,Control
80303,54.1.250.2,1,0,Control
80304,54.1.3.1,0,0,Control
80305,54.1.34.5,0,0,Control
80306,54.1.49.8,0,0,Control
80307,54.1.65.7,0,0,Test
80308,54.1.82.2,1,0,Control
80309,54.1.99.2,0,1,Test
80310,54.10.1.9,1,0,Test
80311,54.10.11.5,0,0,Control
80312,54.10.145.8,1,0,Control
80313,54.10.156.6,1,0,Control
80314,54.10.210.9,0,0,Control
80315,54.10.213.6,1,0,Test
80316,54.10.22.3,1,0,Test
80317,54.10.222.3,0,0,Test
80318,54.10.7.4,0,0,Test
80319,54.10.78.8,1,0,Test
80320,54.10.95.2,1,0,Test
80321,54.10.97.8,0,0,Test
80322,54.11.105.2,0,0,Control
80323,54.11.106.9,1,0,Control
80324,54.11.111.5,0,1,Test
80325,54.11.117.5,0,0,Control
80326,54.11.118.1,0,0,Test
80327,54.11.131.2,1,0,Control
80328,54.11.143.1,0,1,Control
80329,54.11.162.6,1,0,Control
80330,54.11.164.1,0,0,Control
80331,54.11.167.7,0,0,Test
80332,54.11.170.1,0,0,Control
80333,54.11.171.1,1,0,Control
80334,54.11.178.3,0,0,Test
80335,54.11.18.1,1,0,Control
80336,54.11.180.1,0,0,Test
80337,54.11.188.7,1,0,Control
80338,54.11.20.7,1,0,Control
80339,54.11.210.5,0,0,Control
80340,54.11.230.5,1,0,Test
80341,54.11.35.6,0,0,Control
80342,54.11.53.4,1,0,Control
80343,54.11.87.2,0,0,Control
80344,54.11.92.4,1,0,Test
80345,54.11.98.3,1,0,Control
80346,54.12.10.6,0,0,Test
80347,54.12.131.7,0,1,Control
80348,54.12.137.6,1,0,Control
80349,54.12.138.8,0,1,Test
80350,54.12.141.1,1,0,Test
80351,54.12.148.4,1,0,Test
80352,54.12.153.9,0,0,Control
80353,54.12.157.5,0,0,Control
80354,54.12.169.2,0,0,Control
80355,54.12.189.8,0,1,Control
80356,54.12.209.6,1,0,Control
80357,54.12.22.7,0,0,Control
80358,54.12.241.8,0,0,Test
80359,54.12.242.4,1,0,Test
80360,54.12.245.8,1,0,Control
80361,54.12.28.6,1,0,Control
80362,54.12.34.5,1,0,Test
80363,54.12.51.6,1,0,Control
80364,54.12.74.9,1,0,Test
80365,54.13.103.5,1,0,Control
80366,54.13.113.3,0,0,Test
80367,54.13.118.2,1,0,Control
80368,54.13.121.2,0,1,Test
80369,54.13.126.1,1,0,Test
80370,54.13.133.3,0,0,Test
80371,54.13.134.6,0,0,Control
80372,54.13.143.5,1,0,Test
80373,54.13.150.9,1,0,Control
80374,54.13.157.9,1,0,Control
80375,54.13.158.1,1,0,Control
80376,54.13.159.3,1,0,Control
80377,54.13.168.2,0,0,Control
80378,54.13.168.6,1,0,Control
80379,54.13.171.3,0,0,Control
80380,54.13.176.2,1,0,Test
80381,54.13.178.7,0,1,Control
80382,54.13.181.4,1,0,Test
80383,54.13.182.5,0,0,Control
80384,54.13.192.9,0,1,Test
80385,54.13.194.6,0,1,Test
80386,54.13.195.6,1,0,Control
80387,54.13.199.8,1,0,Control
80388,54.13.214.6,0,0,Control
80389,54.13.223.9,0,1,Test
80390,54.13.228.3,1,0,Test
80391,54.13.234.1,1,0,Test
80392,54.13.235.8,1,0,Test
80393,54.13.236.5,1,0,Control
80394,54.13.242.5,1,0,Test
80395,54.13.247.1,0,0,Control
80396,54.13.25.8,1,0,Test
80397,54.13.254.8,0,1,Test
80398,54.13.47.6,0,0,Control
80399,54.13.48.7,0,0,Test
80400,54.13.62.9,0,0,Test
80401,54.13.75.3,1,0,Control
80402,54.13.78.9,1,0,Control
80403,54.13.79.8,1,0,Control
80404,54.14.0.9,1,0,Test
80405,54.14.101.7,0,0,Control
80406,54.14.110.8,0,0,Control
80407,54.14.136.9,1,0,Control
80408,54.14.15.1,1,0,Control
80409,54.14.158.5,1,0,Test
80410,54.14.17.7,1,0,Control
80411,54.14.171.5,0,0,Control
80412,54.14.186.1,0,0,Control
80413,54.14.199.7,1,0,Control
80414,54.14.201.7,1,0,Control
80415,54.14.208.3,1,0,Control
80416,54.14.221.8,1,0,Control
80417,54.14.243.7,0,1,Test
80418,54.14.244.5,0,0,Test
80419,54.14.251.2,1,0,Test
80420,54.14.37.8,1,0,Control
80421,54.14.63.3,1,0,Control
80422,54.14.73.3,0,0,Control
80423,54.14.74.1,1,0,Test
80424,54.14.75.8,0,0,Control
80425,54.14.76.8,0,1,Test
80426,54.14.80.4,1,0,Control
80427,54.14.83.8,1,0,Control
80428,54.15.102.6,0,0,Control
80429,54.15.140.9,0,0,Control
80430,54.15.145.3,0,0,Control
80431,54.15.149.3,1,0,Control
80432,54.15.157.8,1,0,Control
80433,54.15.158.9,1,0,Test
80434,54.15.161.5,0,0,Test
80435,54.15.186.9,1,0,Test
80436,54.15.188.5,1,0,Control
80437,54.15.196.7,0,0,Control
80438,54.15.197.2,0,0,Control
80439,54.15.205.3,0,0,Control
80440,54.15.221.5,1,0,Control
80441,54.15.223.5,0,0,Test
80442,54.15.236.7,1,0,Test
80443,54.15.237.7,1,0,Test
80444,54.15.33.3,1,0,Test
80445,54.15.35.6,1,0,Control
80446,54.15.44.6,0,0,Test
80447,54.15.52.8,0,1,Test
80448,54.15.65.6,0,0,Test
80449,54.15.65.8,0,0,Test
80450,54.15.73.9,1,0,Control
80451,54.15.99.4,1,0,Control
80452,54.16.102.6,0,0,Test
80453,54.16.103.1,0,1,Control
80454,54.16.112.9,0,0,Control
80455,54.16.140.6,0,1,Test
80456,54.16.163.6,0,1,Control
80457,54.16.172.3,0,0,Test
80458,54.16.231.8,0,0,Control
80459,54.16.251.4,1,0,Control
80460,54.16.38.3,1,0,Control
80461,54.16.38.6,1,0,Control
80462,54.16.45.9,1,0,Test
80463,54.16.46.1,0,1,Control
80464,54.16.51.3,0,1,Control
80465,54.16.55.1,1,0,Control
80466,54.16.58.7,0,0,Control
80467,54.16.7.6,1,0,Control
80468,54.16.81.7,0,0,Control
80469,54.16.84.2,0,0,Control
80470,54.16.88.9,1,0,Test
80471,54.2.122.8,0,0,Control
80472,54.2.135.6,0,0,Control
80473,54.2.141.9,1,0,Control
80474,54.2.143.8,1,0,Control
80475,54.2.144.8,0,1,Control
80476,54.2.159.3,1,0,Control
80477,54.2.168.1,1,0,Control
80478,54.2.17.5,1,0,Control
80479,54.2.187.3,0,0,Test
80480,54.2.200.7,1,0,Control
80481,54.2.239.6,1,0,Control
80482,54.2.244.4,1,0,Test
80483,54.2.5.8,1,0,Control
80484,54.2.59.4,1,0,Test
80485,54.2.67.9,1,0,Control
80486,54.2.73.6,0,0,Control
80487,54.3.0.1,1,0,Test
80488,54.3.102.5,0,0,Test
80489,54.3.114.3,0,0,Test
80490,54.3.114.6,1,0,Control
80491,54.3.130.4,0,0,Control
80492,54.3.134.9,1,0,Control
80493,54.3.154.6,1,0,Control
80494,54.3.171.2,0,0,Control
80495,54.3.192.8,1,0,Control
80496,54.3.21.4,0,0,Control
80497,54.3.21.9,1,0,Test
80498,54.3.22.7,1,0,Control
80499,54.3.232.1,0,0,Control
80500,54.3.233.4,0,0,Test
80501,54.3.239.7,0,0,Control
80502,54.3.24.9,1,0,Control
80503,54.3.244.3,0,0,Test
80504,54.3.245.2,1,0,Control
80505,54.3.250.2,1,0,Test
80506,54.3.45.7,1,0,Test
80507,54.3.71.3,0,0,Control
80508,54.3.84.3,1,0,Control
80509,54.3.88.1,0,0,Test
80510,54.3.92.3,1,0,Control
80511,54.4.105.3,1,0,Control
80512,54.4.109.1,1,0,Control
80513,54.4.111.7,0,0,Control
80514,54.4.144.1,0,0,Control
80515,54.4.146.7,0,1,Test
80516,54.4.152.1,0,0,Control
80517,54.4.153.8,1,0,Control
80518,54.4.16.1,0,0,Test
80519,54.4.167.9,0,0,Control
80520,54.4.199.3,0,0,Test
80521,54.4.2.4,1,0,Test
80522,54.4.2.9,0,0,Test
80523,54.4.208.9,0,0,Test
80524,54.4.219.3,0,1,Control
80525,54.4.229.3,0,0,Control
80526,54.4.240.7,0,1,Test
80527,54.4.31.6,1,0,Control
80528,54.4.47.1,0,0,Control
80529,54.4.72.7,1,0,Control
80530,54.4.87.4,1,0,Control
80531,54.4.97.5,0,1,Control
80532,54.4.98.6,0,1,Test
80533,54.5.109.9,1,0,Control
80534,54.5.11.5,0,1,Control
80535,54.5.113.4,0,0,Control
80536,54.5.114.2,1,0,Control
80537,54.5.114.4,1,0,Control
80538,54.5.116.8,0,0,Test
80539,54.5.157.1,0,0,Test
80540,54.5.174.1,0,0,Test
80541,54.5.177.3,0,1,Test
80542,54.5.182.7,1,0,Control
80543,54.5.190.6,1,0,Control
80544,54.5.193.9,1,0,Control
80545,54.5.204.1,1,0,Test
80546,54.5.210.2,0,0,Control
80547,54.5.226.6,1,0,Control
80548,54.5.233.6,0,0,Control
80549,54.5.246.5,1,0,Control
80550,54.5.249.6,1,0,Control
80551,54.5.25.8,0,0,Control
80552,54.5.27.8,0,1,Control
80553,54.5.38.9,1,0,Test
80554,54.5.4.1,0,1,Control
80555,54.5.56.2,0,0,Control
80556,54.5.59.3,1,0,Control
80557,54.6.129.4,1,0,Test
80558,54.6.13.9,1,0,Test
80559,54.6.162.1,1,0,Control
80560,54.6.163.8,1,0,Control
80561,54.6.178.3,0,0,Control
80562,54.6.200.9,1,0,Control
80563,54.6.202.6,1,0,Test
80564,54.6.203.4,1,0,Test
80565,54.6.206.1,1,0,Control
80566,54.6.211.3,0,0,Control
80567,54.6.215.2,0,0,Test
80568,54.6.24.1,1,0,Control
80569,54.6.243.4,1,0,Test
80570,54.6.246.8,0,0,Control
80571,54.6.251.7,0,0,Test
80572,54.6.255.7,1,0,Test
80573,54.6.30.1,1,0,Test
80574,54.6.40.6,1,0,Control
80575,54.6.43.5,1,0,Control
80576,54.6.44.5,1,0,Test
80577,54.6.45.6,1,0,Control
80578,54.6.47.6,1,0,Test
80579,54.6.5.8,0,0,Control
80580,54.6.51.9,1,0,Control
80581,54.6.52.9,0,0,Control
80582,54.6.69.4,1,0,Control
80583,54.6.79.3,0,0,Control
80584,54.7.101.7,1,0,Control
80585,54.7.103.7,1,0,Test
80586,54.7.111.1,0,0,Control
80587,54.7.125.4,1,0,Control
80588,54.7.130.1,0,0,Control
80589,54.7.134.7,0,0,Control
80590,54.7.155.2,1,0,Control
80591,54.7.171.4,1,0,Control
80592,54.7.186.6,0,0,Control
80593,54.7.20.9,0,0,Control
80594,54.7.204.5,0,0,Control
80595,54.7.214.5,0,1,Test
80596,54.7.217.7,1,0,Control
80597,54.7.22.7,0,0,Control
80598,54.7.220.5,0,0,Control
80599,54.7.222.9,0,0,Control
80600,54.7.229.4,0,1,Control
80601,54.7.233.8,0,0,Control
80602,54.7.234.6,0,0,Test
80603,54.7.236.5,1,0,Test
80604,54.7.237.5,0,0,Control
80605,54.7.24.5,1,0,Test
80606,54.7.252.3,1,0,Control
80607,54.7.42.5,1,0,Test
80608,54.7.43.3,0,0,Test
80609,54.7.69.1,0,0,Control
80610,54.7.74.5,1,0,Control
80611,54.7.77.3,0,0,Control
80612,54.8.105.1,0,0,Control
80613,54.8.118.7,0,0,Control
80614,54.8.126.9,0,1,Control
